county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density
"Marshall County, Illinois",156.0,3.0,0.019230769230769232,5653,11794,360,11177,46,11,37,18,0,145,11794,5874,5920,651,547,755,664,654,1167,1268,1565,933,911,1428,798,453,46.3,386.823,0.099,11526,11095,8670,4541,431,4893,249,271,517,439,697,1018,632,794,166,110,55901,68641,29827,52636,35313,1.9230769230769231,1.3227064609123282,47.931151432932,30.489396959332822
"Mason County, Illinois",305.0,1.0,0.003278688524590164,6159,13778,147,13308,130,14,27,0,1,151,13778,6838,6940,679,737,882,848,683,1410,1589,1881,1194,883,1646,891,455,45.3,539.306,0.071,13572,12926,8781,6748,646,6027,306,363,774,804,959,1210,598,696,166,151,45596,61524,27111,48059,34635,0.32786885245901637,2.2136739730004353,44.701698359703876,25.54764827389274
"Massac County, Illinois",154.0,2.0,0.012987012987012988,3374,14430,404,12765,901,7,22,0,0,331,14430,6794,7636,762,1210,760,731,729,1545,1759,1865,970,1059,1619,1087,334,43.8,237.218,0.142,14192,13554,8408,6999,638,6011,422,494,842,752,781,1113,832,549,119,107,42604,56495,23768,45944,32330,1.2987012987012987,1.0672210672210671,23.38184338184338,60.83012250335135
"McDonough County, Illinois",764.0,20.0,0.026178010471204192,12678,30875,835,27213,1431,55,689,0,0,652,30875,15009,15866,1337,1325,1655,3265,4892,3681,2867,3076,1769,1888,2817,1524,779,32.1,589.408,0.11,30498,28948,22384,10397,1550,11292,1387,819,1174,1216,1551,1627,1439,1424,417,238,43724,59429,23299,43176,32953,2.617801047120419,2.474493927125506,41.062348178137654,52.383069113415495
"McHenry County, Illinois",6310.0,121.0,0.01917591125198098,99529,307789,39326,250987,4160,240,8300,27,210,4539,307789,153382,154407,16959,20335,22545,22431,18610,33815,39538,49094,23853,19163,25771,10858,4817,40.2,603.408,0.078,306531,290026,243498,77373,16505,111812,3195,2378,6255,7066,11031,19452,17112,23648,11432,10243,84803,103328,38047,65980,47574,1.9175911251980982,2.050105754266722,32.33676317217314,510.08438734653834
"McLean County, Illinois",4150.0,34.0,0.00819277108433735,97930,173219,8340,137682,14200,251,8889,13,548,3296,173219,84245,88974,10427,11029,9990,14795,21923,22902,20792,20465,10072,9601,12214,5816,3193,32.9,1183.233,0.101,172074,165558,138450,45080,6516,66159,5495,2793,4836,5140,7333,11251,8773,10921,5535,4082,65813,86113,33665,60185,45096,0.8192771084337349,2.395811083079801,56.53536852192889,146.394666139298
"Menard County, Illinois",185.0,1.0,0.005405405405405407,5945,12367,185,11832,58,16,65,38,9,164,12367,6043,6324,668,822,762,728,629,1275,1504,1738,1041,872,1331,725,272,42.9,314.439,0.094,12209,11911,9670,4435,298,5198,247,138,415,387,696,906,915,849,397,248,69102,82127,34495,54798,44914,0.5405405405405407,1.4959165521144984,48.071480553084825,39.330362963881704
"Mercer County, Illinois",262.0,6.0,0.022900763358778626,6314,15693,364,14993,92,16,54,0,0,174,15693,7798,7895,784,1018,930,981,783,1552,1831,2188,1303,1052,1807,1042,422,44.8,561.1990000000002,0.068,15465,15095,12135,5599,370,6624,388,252,493,767,904,1570,961,947,201,141,58011,68250,28995,51348,35279,2.2900763358778624,1.6695341872172305,40.234499458357234,27.963342771458958
"Monroe County, Illinois",920.0,30.0,0.03260869565217391,11132,33936,514,32722,76,17,331,0,32,244,33936,16691,17245,1808,1851,2591,2145,1671,3625,4287,5064,3010,2208,3067,1833,776,42.6,385.295,0.081,33670,32693,28906,8207,977,13349,379,377,910,1070,1417,2096,1853,2699,1276,1272,81268,101408,39988,63045,51927,3.260869565217391,2.710985384252711,32.802923149457804,88.07796623366511
"Montgomery County, Illinois",610.0,16.0,0.026229508196721308,17281,29009,504,26693,1458,45,27,13,0,269,29009,15145,13864,1441,1747,1548,1569,1716,3618,3487,3985,2327,1882,2917,1938,834,43.1,703.6519999999998,0.104,25787,24740,18309,11128,1047,11339,778,637,1495,1084,1640,2200,1593,1287,395,230,50304,62938,24816,49012,34735,2.622950819672131,2.1027956840980386,59.57116756868558,41.226344840915694
"Morgan County, Illinois",896.0,24.0,0.026785714285714284,16116,34426,816,30467,2267,63,248,1,3,561,34426,17298,17128,1775,1784,1900,2275,2691,4292,3989,4322,2410,2336,3646,1917,1089,41.5,568.798,0.16399999999999998,32276,30922,23451,12746,1354,13864,926,792,1731,1637,2025,2534,1856,1605,500,258,48508,63032,26295,46022,36083,2.6785714285714284,2.6026840178934525,46.813454946842505,60.52412279930661
"Moultrie County, Illinois",411.0,4.0,0.0097323600973236,7012,14703,197,14243,78,40,32,0,4,109,14703,7172,7531,996,1016,1064,946,791,1705,1688,1830,1037,922,1446,842,420,40.3,335.957,0.06,14408,12257,9821,4495,2151,5910,225,233,569,562,899,1326,793,819,315,169,59623,70504,28391,50110,35728,0.9732360097323599,2.7953478881860847,47.690947425695434,43.76452938917778
"Ogle County, Illinois",1189.0,7.0,0.005887300252312868,19650,51328,5108,44681,497,145,292,13,18,574,51328,25614,25714,2799,2990,3689,3329,2887,5683,6069,7399,3949,3402,5174,2567,1391,42.4,758.591,0.078,50831,48055,37695,17707,2776,20901,837,929,1650,2223,2972,4334,2531,3594,1180,651,59707,75048,30595,52856,36537,0.5887300252312868,2.3164744389027434,38.283198254364095,67.66228441940387
"Peoria County, Illinois",4544.0,70.0,0.015404929577464787,109147,184463,8681,129321,32208,514,7250,8,397,6084,184463,89387,95076,12802,12011,12037,11739,12224,25671,22206,22517,11873,11946,16682,8570,4185,37.2,618.672,0.112,182214,171727,127756,69343,10487,73629,6110,3439,7608,7112,9483,13528,9447,9715,3625,3562,54770,74500,30753,54234,38609,1.5404929577464788,2.4633666372117986,59.170131679523806,298.1596063827036
"Perry County, Illinois",438.0,16.0,0.0365296803652968,7599,21384,657,18359,1918,22,130,0,35,263,21384,11767,9617,1117,968,1278,1161,1520,2810,2844,2944,1486,1401,2200,1042,613,41.7,441.762,0.085,18758,18054,13039,8566,704,8323,955,429,1010,840,1016,1591,1214,984,132,152,48298,61778,24511,53554,35000,3.65296803652968,2.048260381593715,35.535914702581366,48.40615535061866
"Piatt County, Illinois",250.0,0.0,0.0,10647,16427,213,15826,90,10,74,0,28,186,16427,8080,8347,957,1106,970,1004,798,1785,1995,2207,1470,1032,1753,1050,300,43.0,439.152,0.063,16375,15771,13496,4778,604,6700,156,193,429,701,1051,1088,1229,1201,369,283,69271,82458,33967,54726,40095,0.0,1.5218847020149755,64.81402568941377,37.40618282508107
"Pike County, Illinois",353.0,6.0,0.0169971671388102,5315,15754,195,15097,234,43,42,0,17,126,15754,7815,7939,961,1047,937,911,892,1797,1727,2035,1244,1009,1648,1054,492,42.3,831.404,0.13699999999999998,15278,14516,10017,6730,762,6527,509,387,877,794,1137,1223,563,647,267,123,42664,57507,24162,42897,32080,1.69971671388102,2.2407007744065,33.73746350133299,18.948669960692996
"Pope County, Illinois",42.0,1.0,0.023809523809523808,787,4249,79,3865,223,10,27,0,0,45,4249,2349,1900,173,146,204,132,173,327,408,620,351,475,651,383,206,53.7,368.77,0.102,4084,3941,2560,2397,143,1644,175,77,179,278,191,306,210,190,29,9,40671,52818,22343,42500,36563,2.380952380952381,0.9884678747940692,18.522005177688868,11.522086937657619
"Pulaski County, Illinois",235.0,1.0,0.00425531914893617,2008,5611,124,3571,1680,7,16,0,11,202,5611,2747,2864,313,251,436,401,226,645,564,685,472,427,700,356,135,44.1,199.185,0.061,5606,5413,3028,3202,193,2173,226,201,395,301,284,399,146,177,32,12,33799,47587,20317,40495,31630,0.425531914893617,4.188201746569239,35.78684726430226,28.169791902000654
"Putnam County, Illinois",92.0,0.0,0.0,1562,5746,308,5300,24,0,25,0,0,89,5746,2959,2787,242,326,341,329,282,608,584,815,469,477,753,362,158,47.9,160.101,0.061,5738,5593,4482,2258,145,2395,95,54,206,234,328,458,441,381,76,122,65034,79048,34144,53969,37857,0.0,1.6011138183083886,27.184128089105464,35.88984453563688
"Randolph County, Illinois",1271.0,15.0,0.011801730920535013,15703,32546,996,27666,3305,47,128,0,17,387,32546,18019,14527,1626,1775,1788,1761,1873,4490,4214,4493,2308,2370,3123,1759,966,42.0,575.316,0.141,28672,27105,20101,11952,1567,11873,530,653,1282,1358,1837,2377,1682,1537,270,347,52107,67527,25340,46365,33178,1.1801730920535012,3.90524181158975,48.24863270447982,56.57064986894159
"Richland County, Illinois",334.0,16.0,0.04790419161676647,7889,15881,264,15153,141,45,162,0,0,116,15881,7809,8072,1057,921,1047,911,845,1816,1822,2045,1316,963,1551,1080,507,41.9,360.055,0.08900000000000001,15683,14980,10503,7052,703,6482,543,413,660,741,959,1200,845,733,190,198,48724,62163,26038,47519,33994,4.790419161676647,2.103142119513884,49.675713116302504,44.10715029648248
"Rock Island County, Illinois",4005.0,90.0,0.02247191011235955,73141,145275,18459,104633,14107,315,3698,58,197,3808,145275,71596,73679,9181,8928,9059,9195,8969,18127,17163,17819,10508,9697,14754,8338,3537,40.1,427.4,0.098,142656,134260,99330,57412,8396,60294,4370,2745,6217,6214,8800,11868,7966,7998,2488,1628,52630,67715,28595,50194,37397,2.247191011235955,2.7568404749612805,50.34658406470487,339.9040711277492
"Saline County, Illinois",559.0,9.0,0.01610017889087657,8267,24231,430,22175,683,40,185,47,13,658,24231,11962,12269,1472,1224,1597,1473,1349,2995,2689,3239,1646,1764,2666,1393,724,42.0,379.888,0.07200000000000001,23768,22566,13575,12871,1202,10002,1019,1070,1334,961,1371,1686,1021,1075,261,204,41167,56381,23690,48657,31450,1.610017889087657,2.3069621559159756,34.1174528496554,63.78458914206293
"Sangamon County, Illinois",3988.0,63.0,0.01579739217652959,131583,197661,4449,159026,24901,168,3798,83,652,4584,197661,94876,102785,11423,12748,12571,12375,11878,25256,24163,26425,14645,13200,19035,9639,4303,40.0,868.296,0.09,195600,187305,143652,73665,8295,83661,5445,4028,8261,7352,9771,15107,11541,12459,5072,4625,60466,80536,34548,55106,44010,1.579739217652959,2.0175957826784243,66.5700365777771,227.64241687166586
"Schuyler County, Illinois",90.0,1.0,0.011111111111111113,2291,7064,29,6400,518,7,0,0,0,110,7064,3701,3363,300,322,460,400,332,750,888,1041,582,484,820,488,197,45.8,437.265,0.085,6986,6012,4344,2669,974,2836,161,148,243,370,591,555,397,268,73,30,46151,58448,23068,40372,32129,1.1111111111111114,1.274065685164213,32.432049830124576,16.15496323739609
"Scott County, Illinois",106.0,0.0,0.0,2744,5047,62,4899,8,15,9,10,0,44,5047,2460,2587,245,292,374,315,262,496,596,723,437,330,496,368,113,44.1,250.913,0.117,4995,4796,3489,2042,199,1959,103,112,207,200,301,425,247,239,77,48,53973,67886,27218,49408,38824,0.0,2.100257578759659,54.36893203883495,20.11454169373448
"Shelby County, Illinois",669.0,12.0,0.017937219730941704,8582,21832,226,21249,202,19,25,0,0,111,21832,10791,11041,1179,1263,1330,1324,1138,2341,2398,2938,1622,1615,2580,1364,740,44.8,758.5139999999999,0.069,21647,20714,16105,8396,933,9203,464,515,1069,1114,1291,2060,1245,1114,235,96,51157,59674,25320,46107,31891,1.7937219730941705,3.0643092707951634,39.309270795163066,28.78259333380795
"St. Clair County, Illinois",7920.0,220.0,0.027777777777777776,105217,263463,10507,162966,79040,322,3720,56,643,6209,263463,127237,136226,16721,17759,17237,16878,16729,34666,33220,35299,18242,17839,21969,11986,4918,38.3,657.7289999999998,0.09,257597,240606,173414,99849,16991,103063,9299,5248,10037,10045,13889,16647,12819,15379,5268,4432,53681,73185,29541,52625,40036,2.7777777777777777,3.006114710604525,39.93615801839348,400.5646702517299
"Stark County, Illinois",86.0,3.0,0.034883720930232565,2686,5500,88,5267,38,0,61,0,0,46,5500,2716,2784,310,326,317,357,296,517,619,726,468,380,635,376,173,45.1,288.026,0.05,5398,5042,3917,2051,356,2294,131,152,232,298,287,464,307,224,99,100,52260,70542,30225,50337,38036,3.4883720930232567,1.5636363636363635,48.836363636363636,19.095498323068057
"Stephenson County, Illinois",981.0,7.0,0.007135575942915392,16768,45433,1725,37665,4469,47,366,0,56,1105,45433,21986,23447,2513,3134,2459,2562,2785,4430,4794,6067,3275,3677,5156,3077,1504,45.1,564.566,0.09,44692,42245,28693,20418,2447,19609,1374,1084,2659,1937,3164,3722,2296,2295,690,388,48016,62446,27453,49344,34519,0.7135575942915392,2.1592234719256926,36.90709396253825,80.47420496452142
"Tazewell County, Illinois",2645.0,56.0,0.021172022684310017,74083,133852,3019,125950,1747,207,1330,18,95,1486,133852,65987,67865,8005,8828,8635,8071,6890,16405,17274,17537,9278,9066,13069,7244,3550,40.9,646.4209999999998,0.08199999999999999,131396,126519,101544,45820,4877,54613,2227,1719,4421,5046,7851,11388,7693,8956,2747,2565,62342,80041,33077,56582,39469,2.1172022684310017,1.9760631144846545,55.346950363087586,207.06629271016882
"Union County, Illinois",780.0,25.0,0.03205128205128205,8639,17127,876,15591,237,11,58,0,81,273,17127,8592,8535,907,964,1110,922,856,2063,2016,2287,1411,1172,1893,1098,428,43.7,413.46,0.098,16974,16004,10565,7825,970,6669,499,463,810,728,896,1252,911,714,235,161,49182,62746,25416,44301,38603,3.205128205128205,4.554212646698195,50.44082442926373,41.423595994775795
"Vermilion County, Illinois",1718.0,10.0,0.005820721769499418,36715,78407,3877,61549,10885,211,743,12,17,1113,78407,38967,39440,5142,5216,5152,4966,4621,9354,8919,9807,5857,4997,8059,4551,1766,40.3,898.29,0.109,75825,71169,47669,34968,4656,31180,2789,1747,3866,3557,4782,6046,3612,3127,1103,551,45384,59615,24272,45481,35461,0.5820721769499418,2.1911308939252874,46.8261762342648,87.28472987565263
"Wabash County, Illinois",226.0,5.0,0.02212389380530973,2984,11573,271,10918,93,14,119,0,0,158,11573,5666,5907,731,638,805,595,656,1317,1298,1467,929,843,1186,738,370,43.6,223.269,0.087,11494,10778,7907,4920,716,4896,303,296,619,525,646,933,778,534,154,108,51432,63491,26850,51086,30730,2.212389380530973,1.952821221809384,25.784152769377002,51.83433436795973
"Warren County, Illinois",496.0,8.0,0.016129032258064516,5446,17338,1631,14455,449,40,448,0,76,239,17338,8353,8985,1080,1039,1042,1516,1354,1754,2064,1970,1351,988,1754,1079,347,39.3,542.376,0.165,17143,16566,12026,6997,577,6690,413,261,751,598,1344,1317,821,796,166,223,49607,66183,26082,45779,36871,1.6129032258064515,2.860768254700657,31.41077402237859,31.96675369116628
"Washington County, Illinois",307.0,2.0,0.0065146579804560255,4053,14155,201,13607,117,18,34,8,2,168,14155,7108,7047,768,919,824,802,699,1634,1655,1926,1228,969,1435,883,413,43.4,562.5740000000002,0.061,13951,13452,10769,4666,499,5975,242,193,559,600,879,1190,967,861,282,202,59469,75730,32394,50580,36017,0.6514657980456026,2.1688449311197457,28.632991875662313,25.161134357435635
"Wayne County, Illinois",482.0,12.0,0.024896265560165973,5619,16487,81,15872,290,33,43,0,0,168,16487,8141,8346,1033,883,1201,945,866,1850,1827,2080,1213,1155,1869,1023,542,43.3,713.883,0.18600000000000005,16435,15192,10806,7147,1243,7075,390,462,751,816,1134,1571,946,707,163,135,49764,60785,26362,43619,35259,2.4896265560165975,2.9235154970582884,34.08139746466913,23.094820860000866
"White County, Illinois",269.0,4.0,0.01486988847583643,7252,14025,198,13537,101,5,51,4,2,127,14025,6882,7143,810,936,811,775,699,1597,1523,1788,1155,911,1535,952,533,44.1,494.787,0.064,13688,12934,8951,6237,754,6082,502,324,734,625,970,1260,864,467,238,98,47773,58877,25859,49589,32588,1.486988847583643,1.9180035650623886,51.707664884135475,28.345530501003463
"Whiteside County, Illinois",1400.0,27.0,0.019285714285714285,20122,56396,6687,47787,900,52,269,44,72,585,56396,27799,28597,3213,3426,3697,3609,3156,5966,6456,7327,4150,4163,6058,3402,1773,43.2,684.2339999999998,0.135,55523,52805,39020,22250,2718,23346,1042,941,2649,2640,3652,4723,3282,2693,931,793,53828,69695,29167,49251,33038,1.9285714285714284,2.4824455635151432,35.679835449322646,82.42209536503596
"Will County, Illinois",18356.0,427.0,0.02326214861625626,275472,688697,117522,442248,75872,559,36393,140,836,15127,688697,341816,346881,41129,47526,54724,52458,44598,80263,95837,105054,45491,37967,51064,23314,9272,37.6,835.883,0.091,681426,643207,535596,174150,38219,227848,7387,4798,13631,15322,22326,39146,31996,47952,24151,21139,83504,102746,35259,66607,47342,2.326214861625626,2.6653230666025842,39.99901262819498,823.9155479893717
"Williamson County, Illinois",1883.0,59.0,0.031332979288369624,31868,67299,1749,60494,2759,146,744,0,33,1374,67299,33607,33692,3986,3885,4491,3608,3802,8670,8651,8869,4705,4446,7022,3785,1379,40.9,420.181,0.113,65328,61574,43556,27639,3754,27089,1908,1694,3201,2993,3953,5021,3263,3488,895,673,49053,64486,26756,51049,36683,3.1332979288369622,2.7979613367211993,47.35285814053701,160.16669006927967
"Winnebago County, Illinois",10183.0,180.0,0.017676519689678878,133444,286174,35640,199283,35871,434,7303,52,368,7223,286174,139748,146426,17976,18416,19374,18446,17533,35563,34184,38383,19588,19285,27170,13678,6578,39.6,513.22,0.095,283046,264500,184149,120183,18546,114608,8273,5764,12315,11758,16138,22096,14845,14121,5385,3913,52743,69030,28250,51692,38230,1.7676519689678878,3.558324655629093,46.6303717318834,557.6049257628307
"Woodford County, Illinois",618.0,14.0,0.022653721682847898,16973,38817,695,37095,240,10,204,0,0,573,38817,19343,19474,2384,2577,2911,2704,2266,4081,4651,5161,2800,2721,3502,1926,1133,40.0,527.781,0.096,38239,36809,31316,11348,1430,14566,461,530,955,958,1789,3024,2293,2436,1243,877,71867,91250,35104,62038,41435,2.26537216828479,1.5920859417265631,43.7256871989077,73.5475509728467
"Cook County, Illinois",175586.0,5421.0,0.030873759866959782,2731444,5223719,1314232,2217734,1213706,5210,372825,1184,10132,88696,5223719,2534640,2689079,327844,317203,322294,318152,351197,853319,704675,668857,333851,301597,409962,217767,97001,36.6,944.935,0.08900000000000001,5177243,4684990,3333269,1799218,492253,1963070,150136,82860,185110,169860,227406,318622,234678,289976,136558,167864,62088,91216,35575,54867,47704,3.087375986695978,3.361321694371386,52.28925981661724,5528.125214961876
"Albany County, New York",3577.0,128.0,0.03578417668437238,176101,307426,17925,223319,35930,322,19867,131,562,9370,307426,148910,158516,15583,15061,16260,23483,32530,40071,34776,39656,20862,19728,27836,14186,7394,37.9,522.8290000000002,0.08800000000000001,303585,291580,237579,99940,12005,126008,6903,5675,11192,10605,15284,21239,16316,20612,9349,8833,64535,86827,36454,56216,49598,3.578417668437238,1.1635320369780044,57.282402919727026,588.0048734863595
"Allegany County, New York",271.0,9.0,0.033210332103321034,24790,47025,744,44391,639,133,523,12,66,517,47025,23755,23270,2425,2666,2745,4692,4342,4761,4648,5663,3522,3117,4863,2471,1110,38.8,1029.36,0.093,46552,43329,31997,19240,3223,18009,1202,1109,2328,1872,3171,3500,2264,1921,379,263,47033,58195,23030,45552,34006,3.3210332103321036,0.5762892078681552,52.71664008506114,45.683725810212174
"Bronx County, New York",55011.0,3397.0,0.061751286106415074,969996,1437872,803636,133874,421275,3476,50906,493,8803,15409,1437872,676963,760909,106083,99150,97391,98070,113041,227012,181911,185464,83036,72244,97497,54473,22500,33.9,42.05,0.124,1416810,1279890,633271,789775,136920,499728,67371,49272,65984,52700,64403,77306,47045,45809,16847,12991,38085,56328,20850,39649,38504,6.175128610641507,3.8258621073363974,67.46052499805268,34194.34007134364
"Broome County, New York",3368.0,95.0,0.02820665083135392,160671,194402,7974,162872,10047,339,8209,56,89,4816,194402,95608,98794,10199,10544,10312,15288,19109,21714,19835,24367,14305,13108,18651,11074,5896,39.8,705.816,0.08900000000000001,191590,183595,132610,81741,7995,78594,5984,5000,8826,8272,10687,14288,9773,10217,3222,2325,50859,67135,27744,47877,40077,2.820665083135392,1.7324924640692998,82.64884106130596,275.4287236333549
"Cattaraugus County, New York",461.0,17.0,0.0368763557483731,44917,77686,1605,70425,1224,2289,648,0,61,1434,77686,38491,39195,4440,4742,5182,5320,4972,8412,8380,10441,6045,5646,8039,4311,1756,42.0,1308.352,0.118,76884,71522,51614,33186,5362,31433,1941,2233,4043,3674,4586,5967,3952,3605,840,592,47240,59656,24628,44818,36540,3.68763557483731,0.5934145148417991,57.8186545838375,59.37698723279362
"Cayuga County, New York",364.0,3.0,0.008241758241758242,50028,77868,2232,70280,3241,138,394,0,104,1479,77868,39982,37886,3935,4346,4356,4858,4847,9646,9011,11067,6325,5618,7951,3875,2033,42.7,691.5830000000002,0.097,74300,70255,53816,28855,4045,31251,1597,1532,2923,3295,4638,6118,4176,4811,1304,857,56579,71215,29022,52101,40724,0.8241758241758242,0.46745774901114706,64.24718754815842,112.59386075134869
"Chautauqua County, New York",884.0,4.0,0.004524886877828055,73881,129656,9585,113526,2975,401,688,55,85,2341,129656,63960,65696,7042,6705,8040,9407,8604,15083,13614,17040,10365,9088,13606,7615,3447,42.5,1060.224,0.105,127138,120117,82943,57797,7021,52572,3879,3953,7047,5861,7910,9375,6463,5853,1326,905,45332,59330,24825,45644,35777,0.4524886877828055,0.6818041586968594,56.982322453260934,122.29113847639745
